-BEGIN HEADER-
Parameter(s): 
T2M                     Temperature at 2 Meters (C) 
RH2M                    Relative Humidity at 2 Meters (%) 
CLOUD_AMT               Cloud Amount (%) 
ALLSKY_SFC_SW_DWN       All Sky Surface Shortwave Downward Irradiance (W/m^2) 
-END HEADER-
province,district,sub_district,village,approx_lat,approx_long,village_id,T2M,RH2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,CLUSTER
SULAWESI UTARA,KEPULAUAN TALAUD,GEMEH,LAHU,4.442640964,126.8539639,1720,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,GEMEH,BAMBUNG TIMUR,4.523064407,126.7840508,1717,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,KALONGAN,KALONGAN UTARA,4.037871,126.617287,1747,27.827,81.49383333333331,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,GEMEH,MAMAHAN BARAT,4.537555814,126.7588651,1719,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,BEO UTARA,RAE,4.296902941,126.7295265,1756,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,TAMPAN' AMMA,BINALANG TIMUR,4.331688889,126.8528111,1738,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,BEO UTARA,RAE SELATAN,4.313952239,126.7190403,1757,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,TAMPAN' AMMA,AMMAT SELATAN,4.402025,126.82784,1737,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,KEPULAUAN TALAUD,TAMPAN' AMMA,RIUNG UTARA,4.364278261,126.8371957,1739,27.90199999999999,81.3888333333333,77.65733333333334,218.5823333333333,3
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,TUDU AOG,0.808786705,124.3299902,1165,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,MOTOTABIAN,0.666942021,124.1253878,1176,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,PONOMPIAAN,0.666571264,124.1351603,1175,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,PUSIAN,0.671007101,124.1643059,1174,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,TORUAKAT,0.622176071,124.1756993,1173,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,KANAAN,0.685444583,124.1794075,1172,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,APADO,0.779365909,124.3222091,1170,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,BILALANG IV,0.76776055,124.3164349,1164,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,BILALANG BARU,0.778676647,124.317206,1169,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,BILALANG III UTARA,0.770745833,124.31065,1168,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,KOLINGANGA'AN,0.857344218,124.3481143,1167,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,BOLAANG SATU,0.942153803,124.156083,1161,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,LOLAN DUA,0.948516888,124.1727825,1162,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,TUDU AOG BARU,0.808700694,124.3198486,1166,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,SERASI,0.717408081,124.140198,1171,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG,BILALANG III,0.765542857,124.3110439,1163,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,TAPA AOG,0.653865622,124.2133128,1096,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,TADOY I,0.914164545,124.1491861,1160,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,PANGIAN,0.783647531,124.3386,1141,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,POOPO,0.776870297,124.3523109,1142,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,MANEMBO,0.800228571,124.3518263,1143,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,SINSINGON,0.805192424,124.4070955,1144,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,INSIL,0.789279487,124.4033103,1145,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,MOBUYA,0.838653929,124.4099379,1146,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,INSIL BARU,0.79137574,124.421529,1147,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,PANGIAN TENGAH,0.777358904,124.3361034,1148,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,PANGIAN BARAT,0.774470068,124.3285177,1149,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,POOPO BARAT,0.777107018,124.3485956,1150,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,POOPO SELATAN,0.769753012,124.349591,1151,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,SINSINGON BARAT,0.802341847,124.4040241,1152,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR,SINSINGON TIMUR,0.806820364,124.4098784,1153,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,AMBANG I,0.912826442,124.1402885,1154,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,AMBANG II,0.912953293,124.1274102,1155,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,TADOY,0.914164545,124.1491861,1156,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,BOLAANG,0.923592177,124.1720272,1157,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,BANTIK,0.92863306,124.1891792,1158,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR,LOLAN,0.950476695,124.1660143,1159,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,BUMBUNGON,0.694009705,124.0887359,1177,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,SINIYUNG,0.66406012,124.0747174,1178,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TENGGARA,TAPADAKA SATU,0.567159091,124.0169598,1184,24.586,84.63283333333331,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,DUMOGA SATU,0.626190625,124.0873656,1180,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,TEMBOAN,0.916340129,124.3872673,1909,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,KINAMANG,0.834248889,124.4884117,1908,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,TAMBELANG,0.860920183,124.4535679,1907,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,BOJONEGORO,0.883584211,124.4681605,1906,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MOTOLING BARAT,TOYOPON,0.991345476,124.3810743,1951,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MOTOLING BARAT,KEROIT,0.974454651,124.4279558,1952,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MAESAAN,LININGAAN,0.887769231,124.5068604,1905,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
